ulasan,label
"cara kerja aplikasi ini sangat membantu usaha saya,, dulu saya sering pakai jasa toko hijau tokped, setelah kenal shopee akhirnya beralih ke aplikasi shopee caranya simpel mudah dan banyak promo ongkir gratis, dan tdk lupa punya fitur bisa menggunakan 2-3 akun belanja di nomor yg berbeda, good shopee 👍👍",5
Tolong donk biasanya saya pesan selalu ok. Beberapa kali terakhir ini selalu terjadi masalah. Barang tidak sesuai. Toko yang saya komplain tidak merespon dan tidak ada tindak lanjut. Saya mau retur karena pesanan orang tapi g direspon.,3
Kalo bikin iklan ngotak dikit lah! Di web mana aja klik dikit langsung dialihkan ke Shopee. Sangat mengganggu pekerjaan! Aplikasi sebelah juga gak gini2 amat bikin iklan! Bikin emosi!!,1
"lumayan bagus dari pengiriman paket & waktunya juga lumayan kurang lebih 2/3hari sajah sampai yang pasti sesuai dengan apa yang saya pesan di Shopee,yuk tunggu apa lagi buruan download Shopee dijamin puas..",5
"Saya mohon sangat kepada admin bantu saya agar bisa login kembali dengan akun yang lama, masalah ganti nomor tidak bisa meski saya sudah mengikuti prosedur melampirkan foto ktp kk foto wajah masih sama malah sekarang lebih parah aplikasi nya selalu close sendiri ke menu login",5
"Untuk pihak shopee Mohon sertakan identitas kurir pengantar paket nya..agar kami bisa menghubungi si kurir, Paket saya tidak mau di antar nya,padahal tertera pesanan di antar ke alamat tujuan,tapi gk mau di antar nya sudah 3 hari. Dan tiba2 paket nya di kembalikan ke si pengirim.bagaimana ini",1
"sangat membantu, saya banyak terbantu dengan adanya aplikasi ini, menemukan barang barang yg saya butuhkan dengan efisien, tapi terkadang masih sangat banyak mendapati penipuan dan agak sulit untuk me refund uang, semoga bisa di minimalisir lagi untuk kejadian tidak mengenakkan seperti ini",4
"Kecewa dengan ekspedisi SPX, barang datang tidak mau antar sudah tau jauh.no wa yg hubungi kalau barang datang di telp ndk mau angkat di chat ndk di balas. Blasss pokoknya ekspedisi SPX wilayah Berau buruk pelayanan nya!!!!!",1
"navigasi dipersulit, toko ada di google tapi cari di app tidak ada, browsing barang di google bahkan dari iklan sekalipun disuruh login di browser, buka dialihkan/diberi pilihan ke aplikasi, apa gunanya iklan di luar aplikasi?!",1
"Ni kenapa ya setelah di update ko malah sinyal ga ada mulu katanya. Padahal buka yg lain lancar2 aja. Nyoba pake hp suami juga sama aja.. Haduhh. Benerinlah, masa buka keranjang aja ga bisa coba",3
"Yang terhormat mimin shopee, apk nya makin lama kok makin berat sih min :), setiap mau masuk pasti ada delay yang lumanyan dan saya sudah mencoba ke apk lain juga aman"" saja jaringan saya bahkan lancar buat nonton yt dengan resolusi yang tinggi, dan saya mohon kalo bisa kurangin orang yang curang memakai bot untuk war voucer / flash sale min.., ga lucu lho 15 detik tinggal co masa udah ilang voucer nya.. sakit bet we di php terus, udah liat harga tinggal co eh voucer nya udah hbs.. Huhh, ty min.",2
"Suka banget belanja di shopee, apk bagus dengan banyak voucher & diskon terbaik. Tapi sangat kurang membantu jika ada kendala pengiriman, seolah hanya di bebankan kepada pembeli. Harus lebih selektif lagi dong shopee memilih toko yg amanah & dapat di percaya. Jangan memasang toko Abal² yg sangat buruk sehingga merugikan pembeli & kualitas apk shopee sendiri. Thanks",3
"Pengajuan paylater di tolak terus, padahal transaksi 1,5jt - 2jt perbulannya. Alasan pertama di tolak karena harus belanja min 1jt, pengajuan ke2 di tolak karena harus belanja min 2,5jt, pengajuan ke3 di tolak karena harus belanja min total 3,5jt. Tapi tetep di tolak, padahal total belanja udah 5,5jt. Wkwk terus aja di tolak sampe min belanja 100jt yee. Udah gitu pilihan pengirimannya gajelas, request pengiriman barang instant 2 jam. Tapi dikirim malah 9 jam kemudian. App kocak, mending toko ijo",1
"shoppe sudah berubah... dulu tuh lancar banget pengiriman yang reguler pun cepat, tapi kenapa sekarang udah berubah?!... saya sudah pesan 2 barang tapi lambat banget bahkan saat sudah sampai di balikpapan malah dikembalikan lagi gara-gara telat, sia-sia aku nunggu sampai 1 bulan😠... skrng udah pesan 4 barang tapi masih sama! lambat, macet, nggak gerak... seriusan deh?! pasti ujung-ujungnya bakal dikembalikan lagi kaya yang pertama 😡😡",2
Memuaskan buat belanja tapi semenjak menggunakan agen SPX paket saya malah bnyak yg te retur dengan alasan alamat saya yg tidak memenuhi syarat padahal alamat saya dari awal saya pesan tidak pernah salah selalu datang tepat waktu lebih baik kembali ke semula menggunakan agen JNT lebih simpel buat ngambil paket,4
"padahal jaringannnya bagus tapi kenapa sering gada jaringan untuk hal ini tolong lebih diperbaiki lagi kalo mau belanja kadang terganggu oleh hal ini, untuk pihak dari shopee lebih di perhatikan lagi",1
"Banyak yg bikin Shopee Video hanya demi cuan, tapi barang yg dijual sebenarnya tidak sesuai dengan barang yg diiklankan, terutama produk fashion, tolong dari pihak Shopee harus menindak hal seperti ini, agar pembeli tidak kecewa",2
Semua nya udah bagus dari apk nya hanya saja kurang di bagian pelolosan penjual... Kaya apa sih sekarang tu malah banyak banget penipuan dari apk shopee kemaren pesan gamis pas dateng malah baju bekas... Kecewa banget... Dan berdampak sampai sekarang kalo beli di shopee suka mikir mikir dulu takut kalo penipuan lagi,1
"Sinyal sangat berat,, tambah jelek sinyalnya. Mau pindah kehalaman pembayaran loading sangat lama. Chat dengan shopi juga tidak di klik",1
"tadi nya males download apk Shopee berhubungan ada yang mau di beli lewat online akhirnya download Shopee eh beli barang barang di Shopee bagus bagus trus murah murah lagi dan enak nya di Shopee itu ada COD cek dulu, jadi kalau barang nya ngga sesuai bisa di balikin lagi pokonya mah ngga nyesel beli sesuatu di Shopee",5
"kenapa shopee baru ada gratis ongkir kalo pas tanggal sesuai bulan nya doang, mana udah gitu ditambah biaya apa lah apalah, bener bener kurang suka sihh. mana suka ngelag padahal penyimpanan dan kuota banyak!!!",4
"shopee sangat memudahkan belanja ,apalagi ada faslitas pay later ,belanja lebih mudah dan simpel..tambah lagi donk limit paylater nya hehe",5
"Makin kesini makin bagus, barang & sellernyapun makin bervariasi. Smoga kedepan makin banyak diskon & voucher nya. Untuk pengiriman jg mohon untuk ditingkatkan jgn malah makin lama aja.",5
